plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet
ang20191019t163936-C,32.244359,-103.711767,2019-10-19T16:39:36+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t164827-A,32.244312,-103.71175,2019-10-19T16:48:27+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t164827-B,32.251934,-103.721908,2019-10-19T16:48:27+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190720T193504_20190720T211634_09157_03_020400_20221112T022137.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,RPRO,RPRO,90;360,False
ang20191019t170014-2,32.047975,-104.060648,2019-10-19T17:00:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t170014-C,32.04913,-104.085585,2019-10-19T17:00:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190720T193504_20190720T211634_09157_03_020400_20221112T022137.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,RPRO,RPRO,90;360,False
ang20191019t171416-B,32.048028,-104.060465,2019-10-19T17:14:16+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t172500-E,32.047669,-104.060921,2019-10-19T17:25:00+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t172500-G,32.03549172,-104.1710127,2019-10-19T17:25:00+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t175004-3,32.048055,-104.060569,2019-10-19T17:50:04+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t181857-1,31.647862,-103.895827,2019-10-19T18:18:57+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t181857-A,31.637571,-104.063906,2019-10-19T18:18:57+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190720T193504_20190720T211634_09157_03_020400_20221112T022137.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,RPRO,RPRO,90;360,False
ang20191019t182848-D,31.633574,-104.099771,2019-10-19T18:28:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t183727-2,31.647847,-103.89573,2019-10-19T18:37:27+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t183727-B,31.636897,-104.06567,2019-10-19T18:37:27+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t183727-F,31.637473,-104.063995,2019-10-19T18:37:27+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190720T193504_20190720T211634_09157_03_020400_20221112T022137.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,RPRO,RPRO,90;360,False
ang20191019t184718-A,31.63758,-104.063847,2019-10-19T18:47:18+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181023T184844_20181023T203014_05326_03_020400_20221115T110625.nc,OFFL,OFFL,RPRO,360,False
ang20191019t185452-A,31.733834,-103.282537,2019-10-19T18:54:52+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181024T182837_20181024T201205_05340_01_010202_20190112T014339.nc,OFFL,OFFL,RPRO,360,False
ang20191019t185452-B,31.710306,-103.379461,2019-10-19T18:54:52+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191019T192023_20191019T210153_10448_01_010302_20191025T213811.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190720T193504_20190720T211634_09157_01_010302_20190726T213837.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181024T182837_20181024T201205_05340_01_010202_20190112T014339.nc,OFFL,OFFL,RPRO,360,False
ang20191021t153008-4,31.958189,-103.404895,2019-10-21T15:30:08+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t154726-G,31.968903,-103.419939,2019-10-21T15:47:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t154726-H,31.98240787,-103.4255486,2019-10-21T15:47:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t154726-K,31.967283,-103.426085,2019-10-21T15:47:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t163119-F,32.06732041,-103.4437566,2019-10-21T16:31:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t170142-A,32.256526,-103.19416,2019-10-21T17:01:42+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t171902-A,32.25661178,-103.1943377,2019-10-21T17:19:02+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t173221-2,32.09515,-103.545323,2019-10-21T17:32:21+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t174954-A,32.08050784,-103.6730505,2019-10-21T17:49:54+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t180251-D,32.08083828,-103.6735766,2019-10-21T18:02:51+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t183204-A,32.21165827,-103.5938777,2019-10-21T18:32:04+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t183204-D,32.20709857,-103.6006682,2019-10-21T18:32:04+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t184841-D,32.21174348,-103.5939083,2019-10-21T18:48:41+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t184841-F,32.20725688,-103.6005725,2019-10-21T18:48:41+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190722T185655_20190722T203824_09185_01_010302_20190728T204042.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,OFFL,RPRO,360,False
ang20191021t190136-4,32.256759,-103.597835,2019-10-21T19:01:36+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190723T183750_20190723T201919_09199_03_020400_20221112T090130.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181025T195058_20181025T213426_05355_01_010301_20190517T081809.nc,OFFL,RPRO,RPRO,90;360,False
ang20191022t151202-A,32.02091215,-104.2922275,2019-10-22T15:12:02+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190723T183750_20190723T201919_09199_03_020400_20221112T090130.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,RPRO,RPRO,90;360,False
ang20191022t153425-A,32.1996751,-103.6733132,2019-10-22T15:34:25+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190723T183750_20190723T201919_09199_03_020400_20221112T090130.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,RPRO,RPRO,90;360,False
ang20191022t153425-B,32.20012694,-103.6842058,2019-10-22T15:34:25+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190723T183750_20190723T201919_09199_03_020400_20221112T090130.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,RPRO,RPRO,90;360,False
ang20191022t163722-2,31.781929,-104.0656,2019-10-22T16:37:22+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20190723T183750_20190723T201919_09199_03_020400_20221112T090130.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,RPRO,RPRO,90;360,False
ang20191022t164918-2,31.648412017232687,-104.0123131291484,2019-10-22T16:49:18+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191022T182259_20191022T200428_10490_01_010302_20191028T205000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190723T183750_20190723T201919_09199_01_010302_20190729T204514.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,OFFL,RPRO,360,False
ang20191022t164918-B,31.63915995,-104.058372,2019-10-22T16:49:18+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20191021T184207_20191021T202337_10476_01_010302_20191027T211541.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20190723T183750_20190723T201919_09199_01_010302_20190729T204514.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20181026T193150_20181026T211518_05369_01_010301_20190517T100427.nc,OFFL,OFFL,RPRO,360,False
