plume_id,plume_time,lat,lon,s5p_minus360_path,s5p_minus90_path,S5p_path,proc_0,proc_90,proc_360,nearest_iy,nearest_ix,pos_centers,ch4_var
emi20250609t113924p07015-M,2025-06-09T11:39:24+00,38.49817506753166,54.19861074948278,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240614T080441_20240614T094611_34560_03_020600_20240616T161314.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250311T083506_20250311T101636_38391_03_020800_20250313T063717.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250609T085750_20250609T103920_39668_03_020800_20250611T011304.nc,OFFL,OFFL,OFFL,2303,172,"2303,172;2302,172;2303,171;2303,173;2304,172;2302,171;2302,173;2304,171",methane_mixing_ratio_bias_corrected
emi20250609t222616p14004-A,2025-06-09T22:26:16+00,44.700881514249176,-123.23816861621977,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240614T195510_20240614T213640_34567_03_020600_20240616T224524.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250311T202538_20250311T220708_38398_03_020800_20250313T122727.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250610T202920_20250610T221051_39689_03_020800_20250612T124919.nc,OFFL,OFFL,OFFL,2432,147,"2432,147;2431,147;2432,146;2432,148;2433,147;2431,146;2431,148;2433,146",methane_mixing_ratio_bias_corrected
emi20250610t072939p05001-A,2025-06-10T07:29:39+00,44.78264059978329,20.59253283075992,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240614T112741_20240614T130911_34562_03_020600_20240616T183247.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250311T101636_20250311T115807_38392_03_020800_20250313T022501.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250609T103920_20250609T122050_39669_03_020800_20250611T032107.nc,OFFL,OFFL,OFFL,2447,110,"2447,110;2446,110;2447,109;2447,111;2448,110;2446,109;2446,111;2448,109",methane_mixing_ratio_bias_corrected
emi20250611t065853p04019-B,2025-06-11T06:58:53+00,37.9507842782493,113.2260472919212,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240616T040340_20240616T054510_34586_03_020600_20240617T210400.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250313T043414_20250313T061544_38417_03_020800_20250314T204349.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250611T045651_20250611T063821_39694_03_020800_20250612T210828.nc,OFFL,OFFL,OFFL,2291,160,"2291,160;2290,160;2291,159;2291,161;2292,160;2290,159;2290,161;2292,159",methane_mixing_ratio_bias_corrected
emi20250611t065853p04019-C,2025-06-11T06:58:53+00,37.972112078051225,113.1480701929072,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240616T040340_20240616T054510_34586_03_020600_20240617T210400.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250313T043414_20250313T061544_38417_03_020800_20250314T204349.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250611T045651_20250611T063821_39694_03_020800_20250612T210828.nc,OFFL,OFFL,OFFL,2292,160,"2292,160;2291,160;2292,159;2292,161;2293,160;2291,159;2291,161;2293,159",methane_mixing_ratio_bias_corrected
emi20250613t100206p06020-A,2025-06-13T10:02:06+00,38.85285786431896,54.23701879059249,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240618T083008_20240618T101138_34617_03_020600_20240620T003938.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250315T090059_20250315T104229_38448_03_020800_20250317T013302.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250614T090421_20250614T104551_39739_03_020800_20250616T011512.nc,OFFL,OFFL,OFFL,2304,184,"2304,184;2303,184;2304,183;2304,185;2305,184;2303,183;2303,185;2305,183",methane_mixing_ratio_bias_corrected
emi20250613t100206p06020-D,2025-06-13T10:02:06+00,39.37671758786087,53.83784133152963,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240618T083008_20240618T101138_34617_03_020600_20240620T003938.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250315T090059_20250315T104229_38448_03_020800_20250317T013302.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250614T090421_20250614T104551_39739_03_020800_20250616T011512.nc,OFFL,OFFL,OFFL,2315,182,"2315,182;2314,182;2315,181;2315,183;2316,182;2314,181;2314,183;2316,181",methane_mixing_ratio_bias_corrected
emi20250613t100206p06020-E,2025-06-13T10:02:06+00,39.34637254102287,53.88173925102646,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240618T083008_20240618T101138_34617_03_020600_20240620T003938.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250315T090059_20250315T104229_38448_03_020800_20250317T013302.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250614T090421_20250614T104551_39739_03_020800_20250616T011512.nc,OFFL,OFFL,OFFL,2314,182,"2314,182;2313,182;2314,181;2314,183;2315,182;2313,181;2313,183;2315,181",methane_mixing_ratio_bias_corrected
emi20250613t100206p06020-F,2025-06-13T10:02:06+00,38.47068472384075,54.10849125921598,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240618T083008_20240618T101138_34617_03_020600_20240620T003938.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250315T090059_20250315T104229_38448_03_020800_20250317T013302.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250613T092321_20250613T110451_39725_03_020800_20250615T013806.nc,OFFL,OFFL,OFFL,2298,206,"2298,206;2297,206;2298,205;2298,207;2299,206;2297,205;2297,207;2299,205",methane_mixing_ratio_bias_corrected
emi20250613t205432p13032-A,2025-06-13T20:54:32+00,32.26461229087218,-101.98134178608308,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240618T183907_20240618T202037_34623_03_020600_20240620T105244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250315T191001_20250315T205132_38454_03_020800_20250317T112239.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250614T191321_20250614T205451_39745_03_020800_20250616T112538.nc,OFFL,OFFL,OFFL,2178,133,"2178,133;2177,133;2178,132;2178,134;2179,133;2177,132;2177,134;2179,132",methane_mixing_ratio_bias_corrected
emi20250613t205432p13032-B,2025-06-13T20:54:32+00,32.43721570444853,-102.0761853326489,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240618T183907_20240618T202037_34623_03_020600_20240620T105244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250315T191001_20250315T205132_38454_03_020800_20250317T112239.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250614T191321_20250614T205451_39745_03_020800_20250616T112538.nc,OFFL,OFFL,OFFL,2182,132,"2182,132;2181,132;2182,131;2182,133;2183,132;2181,131;2181,133;2183,131",methane_mixing_ratio_bias_corrected
emi20250614t105041p07026-A,2025-06-14T10:50:41+00,30.269806893140043,47.743523481185946,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240619T095237_20240619T113407_34632_03_020600_20240621T021825.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250316T084205_20250316T102336_38462_03_020800_20250319T134926.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250614T090421_20250614T104551_39739_03_020800_20250616T011512.nc,OFFL,OFFL,OFFL,2150,94,"2150,94;2149,94;2150,93;2150,95;2151,94;2149,93;2149,95;2151,93",methane_mixing_ratio_bias_corrected
emi20250620t090652p06006-A,2025-06-20T09:06:52+00,40.84788677303874,23.081761787438296,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240624T095900_20240624T114030_34703_03_020600_20240626T021927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250321T103038_20250321T121208_38534_03_020800_20250323T023950.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250620T103318_20250620T121448_39825_03_020800_20250622T025645.nc,OFFL,OFFL,OFFL,2361,105,"2361,105;2360,105;2361,104;2361,106;2362,105;2360,104;2360,106;2362,104",methane_mixing_ratio_bias_corrected
emi20250621t160548p10035-A,2025-06-21T16:05:48+00,35.339111245244666,-80.65805394920329,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240625T180727_20240625T194857_34722_03_020600_20240627T101946.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250322T165746_20250322T183916_38552_03_020800_20250324T091643.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250620T171918_20250620T190048_39829_03_020800_20250622T093701.nc,OFFL,OFFL,OFFL,2268,59,"2268,59;2267,59;2268,58;2268,60;2269,59;2267,58;2267,60;2269,58",methane_mixing_ratio_bias_corrected
emi20250621t160548p10035-B,2025-06-21T16:05:48+00,35.340656694593875,-79.96956345480226,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240625T180727_20240625T194857_34722_03_020600_20240627T101946.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250322T165746_20250322T183916_38552_03_020800_20250324T091643.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250620T171918_20250620T190048_39829_03_020800_20250622T093701.nc,OFFL,OFFL,OFFL,2264,66,"2264,66;2263,66;2264,65;2264,67;2265,66;2263,65;2263,67;2265,65",methane_mixing_ratio_bias_corrected
emi20250621t160548p10035-C,2025-06-21T16:05:48+00,35.352066829406795,-80.66668632288403,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240625T180727_20240625T194857_34722_03_020600_20240627T101946.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250322T165746_20250322T183916_38552_03_020800_20250324T091643.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250620T171918_20250620T190048_39829_03_020800_20250622T093701.nc,OFFL,OFFL,OFFL,2269,59,"2269,59;2268,59;2269,58;2269,60;2270,59;2268,58;2268,60;2270,58",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-A,2025-06-26T05:58:04+00,31.272532160811977,48.882362925021766,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2173,92,"2173,92;2172,92;2173,91;2173,93;2174,92;2172,91;2172,93;2174,91",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-B,2025-06-26T05:58:04+00,31.23965938160839,48.98823211823793,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2172,93,"2172,93;2171,93;2172,92;2172,94;2173,93;2171,92;2171,94;2173,92",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-C,2025-06-26T05:58:04+00,31.22306366696017,48.99379037891055,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2171,93,"2171,93;2170,93;2171,92;2171,94;2172,93;2170,92;2170,94;2172,92",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-E,2025-06-26T05:58:04+00,31.302986728235524,49.1186984081595,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2172,95,"2172,95;2171,95;2172,94;2172,96;2173,95;2171,94;2171,96;2173,94",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-F,2025-06-26T05:58:04+00,31.284279940446595,48.91626147575465,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250626T083911_20250626T102041_39909_03_020800_20250628T004957.nc,OFFL,OFFL,OFFL,2201,42,"2201,42;2200,42;2201,41;2201,43;2202,42;2200,41;2200,43;2202,41",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-G,2025-06-26T05:58:04+00,31.2286068593981,48.96538544916263,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2171,93,"2171,93;2170,93;2171,92;2171,94;2172,93;2170,92;2170,94;2172,92",methane_mixing_ratio_bias_corrected
emi20250626t055804p04014-J,2025-06-26T05:58:04+00,31.24738224499889,49.015000132686026,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250626T083911_20250626T102041_39909_03_020800_20250628T004957.nc,OFFL,OFFL,OFFL,2200,43,"2200,43;2199,43;2200,42;2200,44;2201,43;2199,42;2199,44;2201,42",methane_mixing_ratio_bias_corrected
emi20250626t055816p04015-B,2025-06-26T05:58:16+00,30.98316727562837,49.51725601273336,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2164,99,"2164,99;2163,99;2164,98;2164,100;2165,99;2163,98;2163,100;2165,98",methane_mixing_ratio_bias_corrected
emi20250626t055816p04015-C,2025-06-26T05:58:16+00,30.978424765419703,49.51197824278074,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240630T094617_20240630T112747_34788_03_020600_20240702T015739.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250327T083714_20250327T101844_38618_03_020800_20250329T004110.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250625T085813_20250625T103943_39895_03_020800_20250627T011215.nc,OFFL,OFFL,OFFL,2164,99,"2164,99;2163,99;2164,98;2164,100;2165,99;2163,98;2163,100;2165,98",methane_mixing_ratio_bias_corrected
emi20250727t132834p09003-A,2025-07-27T13:28:34+00,37.02019393477964,-4.635974586508269,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240801T112621_20240801T130751_35243_03_020600_20240808T044638.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250428T120433_20250428T134604_39074_03_020800_20250430T042531.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250727T122028_20250727T140158_40351_03_020800_20250729T044906.nc,OFFL,OFFL,OFFL,2385,81,"2385,81;2384,81;2385,80;2385,82;2386,81;2384,82;2386,80;2386,82",methane_mixing_ratio_bias_corrected
emi20250729t180201p12016-C,2025-07-29T18:02:01+00,29.823751862694365,-95.23965037086803,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240802T175313_20240802T193443_35261_03_020600_20240809T032056.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250429T183140_20250429T201311_39092_03_020800_20250501T105323.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250729T182817_20250729T200947_40383_03_020800_20250731T104702.nc,OFFL,OFFL,OFFL,2254,70,"2254,70;2253,70;2254,69;2254,71;2255,70;2253,69;2253,71;2255,69",methane_mixing_ratio_bias_corrected
emi20250729t180201p12016-L,2025-07-29T18:02:01+00,29.568282451940576,-95.45342189994032,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240802T175313_20240802T193443_35261_03_020600_20240809T032056.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250429T183140_20250429T201311_39092_03_020800_20250501T105323.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250729T182817_20250729T200947_40383_03_020800_20250731T104702.nc,OFFL,OFFL,OFFL,2250,67,"2250,67;2249,67;2250,66;2250,68;2251,67;2249,66;2249,68;2251,66",methane_mixing_ratio_bias_corrected
emi20250730t111130p07027-B,2025-07-30T11:11:30+00,48.065604930557726,37.92136554152967,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240804T102902_20240804T121032_35285_03_020600_20240810T040738.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250501T092619_20250501T110750_39115_03_020800_20250503T014107.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250731T092239_20250731T110408_40406_03_020800_20250802T014626.nc,OFFL,OFFL,OFFL,2621,106,"2621,106;2620,106;2621,105;2621,107;2622,106;2620,105;2620,107;2622,105",methane_mixing_ratio_bias_corrected
emi20250805t092540p06006-A,2025-08-05T09:25:40+00,36.72273024355857,3.448409242300784,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240809T121627_20240809T135756_35357_03_020600_20240813T164832.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250506T111446_20250506T125616_39187_03_020800_20250509T205117.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250804T112916_20250804T131046_40464_03_020800_20250806T035836.nc,OFFL,OFFL,OFFL,2447,38,"2447,38;2447,37;2447,39;2448,38;2446,37;2448,37",methane_mixing_ratio_bias_corrected
emi20250805t092540p06006-B,2025-08-05T09:25:40+00,36.66484220313341,2.830444846598141,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240809T121627_20240809T135756_35357_03_020600_20240813T164832.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250506T125616_20250506T143746_39188_03_020800_20250509T205807.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250804T112916_20250804T131046_40464_03_020800_20250806T035836.nc,OFFL,OFFL,OFFL,2450,33,"2450,33;2449,33;2450,32;2450,34;2451,33;2449,32;2449,34;2451,32",methane_mixing_ratio_bias_corrected
emi20250808t144449p10003-A,2025-08-08T14:44:49+00,31.832263359351828,-101.78411287493854,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2365,43,"2365,43;2364,43;2365,42;2365,44;2366,43;2364,42;2364,44;2366,42",methane_mixing_ratio_bias_corrected
emi20250808t144449p10003-B,2025-08-08T14:44:49+00,31.844919030989843,-101.77171598280448,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2365,44,"2365,44;2364,44;2365,43;2365,45;2366,44;2364,43;2364,45;2366,43",methane_mixing_ratio_bias_corrected
