plume_id,latitude,longitude,datetime,has_s2,has_l89,has_emit,has_s5p,s2_0_std_512,s2_-90_std_512,s2_-360_std_512,s2_plume_mask_512_path,l89_0_std_512,l89_-90_std_512,l89_-360_std_512,l89_mask_512_path,emit_0_simulated_512_path,emit_-90_simulated_512_path,emit_-180_simulated_512_path,S5p_path,s5p_minus90_path,s5p_minus360_path,nearest_iy,nearest_ix,pos_centers
ang20220630t195902-A,40.42748,-80.918231,2022-06-30T19:59:02+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t195902-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t195902-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t195902-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220630t195902-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220630t200716-A,40.496028,-81.522057,2022-06-30T20:07:16+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t200716-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t200716-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t200716-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220630t200716-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220630t205522-A,41.308802,-82.170455,2022-06-30T20:55:22+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t205522-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t205522-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220630t205522-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220630t205522-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220824t183643-A,53.312792,-114.328457,2022-08-24T18:36:43+00,True,True,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220824t183643-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220824t183643-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220824t183643-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220824t183643-A/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220824t183643-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220824t183643-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220824t183643-A/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220824t183643-A/mask_30m_512.tif,,,,,,,,,
ang20220826t202657-A,53.893986799631904,-110.42644253740744,2022-08-26T20:26:57+00,True,True,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t202657-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t202657-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t202657-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220826t202657-A/resized_512x512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220826t202657-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220826t202657-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220826t202657-A/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220826t202657-A/mask_30m_512.tif,,,,,,,,,
ang20220826t204445-A,53.16565136929259,-109.99188127759228,2022-08-26T20:44:45+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t204445-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t204445-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t204445-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220826t204445-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220826t210000-A,53.26426811743187,-109.94782266258548,2022-08-26T21:00:00+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t210000-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t210000-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220826t210000-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220826t210000-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t184312-A,50.119344,-114.880252,2022-09-03T18:43:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t184312-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t184312-B,50.193056,-114.876831,2022-09-03T18:43:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t184312-B/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t184312-C,50.19265,-114.886642,2022-09-03T18:43:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t184312-C/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t184312-D,50.208947,-114.896501,2022-09-03T18:43:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-D/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-D/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t184312-D/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t184312-E,50.188764,-114.900801,2022-09-03T18:43:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-E/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-E/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-E/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t184312-E/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t184312-F,50.184008,-114.897394,2022-09-03T18:43:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-F/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-F/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t184312-F/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t184312-F/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t185320-A,50.193462,-114.869844,2022-09-03T18:53:20+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t185320-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t185320-B,50.191859,-114.834541,2022-09-03T18:53:20+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t185320-B/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t185320-C,50.19426,-114.845726,2022-09-03T18:53:20+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t185320-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t185320-C/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t190413-A,50.156122,-114.902228,2022-09-03T19:04:13+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t190413-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t190413-B,50.183056,-114.900063,2022-09-03T19:04:13+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t190413-B/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t190413-C,50.188469,-114.902438,2022-09-03T19:04:13+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t190413-C/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t190413-D,50.192513,-114.886718,2022-09-03T19:04:13+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-D/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-D/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t190413-D/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t190413-E,50.193467,-114.876416,2022-09-03T19:04:13+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-E/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-E/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-E/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t190413-E/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t190413-F,50.209249,-114.891872,2022-09-03T19:04:13+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-F/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-F/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t190413-F/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t190413-F/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t191032-A,50.155753,-114.90269,2022-09-03T19:10:32+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t191032-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t191032-B,50.182954,-114.900182,2022-09-03T19:10:32+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t191032-B/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t191032-C,50.188349,-114.902356,2022-09-03T19:10:32+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t191032-C/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t191032-D,50.193334,-114.876846,2022-09-03T19:10:32+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-D/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-D/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t191032-D/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t191032-E,50.210089,-114.892379,2022-09-03T19:10:32+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-E/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-E/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t191032-E/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t191032-E/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t193007-A,49.739265,-114.818443,2022-09-03T19:30:07+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t193007-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t193007-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t193007-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t193007-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t205134-A,52.861421,-111.641966,2022-09-03T20:51:34+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t205134-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t205134-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t205134-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t205134-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t205134-B,52.864658,-111.639867,2022-09-03T20:51:34+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t205134-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t205134-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t205134-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t205134-B/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t213026-A,53.72832,-111.598506,2022-09-03T21:30:26+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t213026-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t213026-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20220903t213026-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20220903t213026-A/resized_512x512.tif,,,,,,,,,,,,,
ang20220903t214833-A,53.890953,-110.460877,2022-09-03T21:48:33+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t214833-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t214833-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t214833-A/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220903t214833-A/mask_30m_512.tif,,,,,,,,,
ang20220903t214833-B,53.893994,-110.426463,2022-09-03T21:48:33+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t214833-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t214833-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t214833-B/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220903t214833-B/mask_30m_512.tif,,,,,,,,,
ang20220903t215644-A,53.775614,-110.395269,2022-09-03T21:56:44+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t215644-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t215644-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t215644-A/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220903t215644-A/mask_30m_512.tif,,,,,,,,,
ang20220903t215644-B,53.79999,-110.508722,2022-09-03T21:56:44+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t215644-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t215644-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t215644-B/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220903t215644-B/mask_30m_512.tif,,,,,,,,,
ang20220903t221235-A,53.493192,-109.388934,2022-09-03T22:12:35+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t221235-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t221235-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20220903t221235-A/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20220903t221235-A/mask_30m_512.tif,,,,,,,,,
ang20221003t155912-A,40.349643,-80.920995,2022-10-03T15:59:12+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20221003t155912-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20221003t155912-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20221003t155912-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20221003t155912-A/resized_512x512.tif,,,,,,,,,,,,,
ang20221003t171601-A,39.912904,-80.524949,2022-10-03T17:16:01+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20221003t171601-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20221003t171601-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20221003t171601-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20221003t171601-A/resized_512x512.tif,,,,,,,,,,,,,
